uid;assembly;planned_date;progdate;plan_date;length;length_thick;width;width_thick;height;plan;pod;pod_name;project_id
15329;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15330;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15331;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15332;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15333;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15334;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15335;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15336;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15321;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15320;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15319;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15303;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15304;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15305;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15306;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15307;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15308;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15309;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15310;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15311;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15318;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15317;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15316;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15315;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15314;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15313;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15312;NG1;NULL;NULL;NULL;2.4;NULL;2.4;NULL;0.35;2019.07.19;NULL;NULL;P19120
15776;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15789;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15790;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15791;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15792;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15793;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15794;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15795;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15796;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15797;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15788;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15787;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15786;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15777;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15778;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15779;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15780;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15781;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15782;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15783;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15784;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15785;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15798;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15799;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15800;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15813;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15814;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15815;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15816;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15817;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15818;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15819;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15820;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15821;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15812;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15811;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15810;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15801;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15802;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15803;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15804;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15805;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15806;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15807;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15808;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15809;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15822;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15729;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15742;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15743;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15744;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15745;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15746;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15747;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15748;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15749;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15750;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15741;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15740;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15739;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15730;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15731;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15732;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15733;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15734;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15735;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15736;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15737;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15738;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15751;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15752;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15753;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15766;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15767;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15768;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15769;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15770;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15771;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15772;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15773;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15774;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15765;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15764;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15763;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15754;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15755;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15756;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15757;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15758;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15759;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15760;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15761;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15762;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15775;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15870;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15885;P2;NULL;NULL;NULL;3.5;NULL;2;NULL;0.3;2019.07.23;NULL;NULL;P19260
15886;P2;NULL;NULL;NULL;3.5;NULL;2;NULL;0.3;2019.07.23;NULL;NULL;P19260
15887;P2;NULL;NULL;NULL;3.5;NULL;2;NULL;0.3;2019.07.23;NULL;NULL;P19260
15888;G3;NULL;NULL;NULL;3.5;NULL;0.4;NULL;0.3;2019.07.23;NULL;NULL;P19260
15890;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15891;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15892;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15893;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15894;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15884;G2;NULL;NULL;NULL;3.5;NULL;0.4;NULL;0.3;2019.07.23;NULL;NULL;P19260
15883;G2;NULL;NULL;NULL;3.5;NULL;0.4;NULL;0.3;2019.07.23;NULL;NULL;P19260
15882;G2;NULL;NULL;NULL;3.5;NULL;0.4;NULL;0.3;2019.07.23;NULL;NULL;P19260
15871;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15872;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15873;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15874;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15875;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15878;G1;NULL;NULL;NULL;3.5;NULL;0.7;NULL;0.9;2019.07.23;NULL;NULL;P19260
15879;G2;NULL;NULL;NULL;3.5;NULL;0.4;NULL;0.3;2019.07.23;NULL;NULL;P19260
15880;P1;NULL;NULL;NULL;3.5;NULL;2;NULL;0.3;2019.07.23;NULL;NULL;P19260
15881;P3;NULL;NULL;NULL;3.5;NULL;2;NULL;0.3;2019.07.23;NULL;NULL;P19260
15895;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15896;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15897;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15910;B15_4004;NULL;NULL;NULL;10.23;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15911;B15_4004;NULL;NULL;NULL;10.23;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15912;B15_4004;NULL;NULL;NULL;10.23;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15913;B15_4004;NULL;NULL;NULL;10.23;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15914;B15_4004;NULL;NULL;NULL;10.23;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15915;B15_4004;NULL;NULL;NULL;10.23;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15916;B15_4004;NULL;NULL;NULL;10.23;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15917;B15_4004;NULL;NULL;NULL;10.23;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15918;B15_4006;NULL;NULL;NULL;10.33;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15909;B15_4002;NULL;NULL;NULL;10.33;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15908;B15_4002;NULL;NULL;NULL;10.33;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15907;B15_4002;NULL;NULL;NULL;10.33;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15898;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15899;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15900;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15901;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15902;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15903;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15904;B15_4000;NULL;NULL;NULL;9.98;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15905;B15_4002;NULL;NULL;NULL;10.33;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15906;B15_4002;NULL;NULL;NULL;10.33;NULL;0.24;NULL;0.6;2019.08.29;NULL;NULL;P19183
15919;B15_4006;NULL;NULL;NULL;10.33;NULL;0.24;NULL;0.6;2019.09.30;NULL;NULL;P19183
15823;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15836;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15837;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15838;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15839;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15840;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15841;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15842;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15843;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15844;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15835;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15834;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15833;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15824;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15825;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15826;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15827;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15828;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15829;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15830;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15831;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15832;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15845;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15846;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15847;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15860;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15861;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15862;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15863;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15864;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15865;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15866;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15867;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15868;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15859;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15858;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15857;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15848;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15849;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15850;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15851;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15852;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15853;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15854;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15855;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15856;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15869;N2_3;NULL;NULL;NULL;2;NULL;1.27;NULL;1.2;2019.07.15;NULL;NULL;P19120
15661;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15643;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15642;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15641;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15640;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15639;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15638;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15637;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15636;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15635;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15633;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15632;1001;NULL;NULL;NULL;1;NULL;1.1;NULL;1;2019.07.19;NULL;NULL;P19268
15631;1001;NULL;NULL;NULL;1;NULL;1.1;NULL;1;2019.07.19;NULL;NULL;P19268
15630;1000;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1;2019.07.19;NULL;NULL;P19268
15629;1001;NULL;NULL;NULL;1;NULL;1.1;NULL;1;2019.07.19;NULL;NULL;P19268
15644;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15645;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15646;K1;NULL;NULL;NULL;1;NULL;1;NULL;1.2;0000.00.00;NULL;NULL;P19149
15660;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15659;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15658;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15657;N1_1;NULL;NULL;NULL;1.27;NULL;1.105;NULL;1.2;2019.07.15;NULL;NULL;P19120
15656;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
15655;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
