uid;assembly;planned_date;progdate;plan_date;length;length_thick;width;width_thick;height;plan;pod;pod_name;project_id
27301;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27302;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27303;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27304;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27305;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27306;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27297;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27296;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27295;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27286;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27287;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27288;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27289;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27290;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27291;4820;NULL;NULL;NULL;12.18;NULL;0.5;NULL;0.8;2021.07.07;NULL;NULL;P21163
27292;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27293;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27294;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27307;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27308;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27309;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27322;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27323;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27324;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27325;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27326;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27327;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27328;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27329;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27330;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27321;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27320;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27319;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27310;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27311;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27312;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27313;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27314;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27315;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27316;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27317;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27318;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27331;4200;NULL;NULL;NULL;19.795;NULL;0.4;NULL;1.2;2021.07.28;NULL;NULL;P21166
27050;T50/93-130-90/2500;NULL;NULL;NULL;0;NULL;0;NULL;0;NULL;NULL;NULL;[munkaszĂˇm]
27063;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27064;6000;NULL;NULL;NULL;2.444;NULL;1.26;NULL;0.445;2021.06.23;NULL;NULL;P21135
27065;6000;NULL;NULL;NULL;2.444;NULL;1.26;NULL;0.445;2021.06.23;NULL;NULL;P21135
27066;6001;NULL;NULL;NULL;2.444;NULL;1.26;NULL;0.367;2021.06.23;NULL;NULL;P21135
27067;6001;NULL;NULL;NULL;2.444;NULL;1.26;NULL;0.367;2021.06.23;NULL;NULL;P21135
27068;6002;NULL;NULL;NULL;1.742;NULL;1.26;NULL;0.361;2021.06.23;NULL;NULL;P21135
27069;6002;NULL;NULL;NULL;1.742;NULL;1.26;NULL;0.361;2021.06.23;NULL;NULL;P21135
27070;6003;NULL;NULL;NULL;1.385;NULL;1.26;NULL;0.374;2021.06.23;NULL;NULL;P21135
27071;6003;NULL;NULL;NULL;1.385;NULL;1.26;NULL;0.374;2021.06.23;NULL;NULL;P21135
27062;GP-03;NULL;NULL;NULL;0.2;NULL;2.155;NULL;0.1;2017.01.01;NULL;NULL;PGYGAL
27061;GP-02;NULL;NULL;NULL;1.155;NULL;2.155;NULL;0.15;2017.01.01;NULL;NULL;PGYGAL
27060;GP-01;NULL;NULL;NULL;1.85;NULL;2.155;NULL;0.12;2017.01.01;NULL;NULL;PGYGAL
27051;T50/93-130-90/2500;NULL;NULL;NULL;0;NULL;0;NULL;0;NULL;NULL;NULL;[munkaszĂˇm]
27052;2514;NULL;NULL;NULL;12.48;NULL;0.4;NULL;2.12;2021.06.22;NULL;NULL;P20253 
27053;GT-01;NULL;NULL;NULL;3;NULL;2.34;NULL;4.25;2017.01.01;NULL;NULL;PGYGAL
27054;GT-01;NULL;NULL;NULL;3;NULL;2.34;NULL;4.25;2017.01.01;NULL;NULL;PGYGAL
27055;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
27056;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
27057;GP-01;NULL;NULL;NULL;1.85;NULL;2.155;NULL;0.12;2017.01.01;NULL;NULL;PGYGAL
27058;GP-01;NULL;NULL;NULL;1.85;NULL;2.155;NULL;0.12;2017.01.01;NULL;NULL;PGYGAL
27059;GP-03;NULL;NULL;NULL;0.2;NULL;2.155;NULL;0.1;2017.01.01;NULL;NULL;PGYGAL
27072;6004;NULL;NULL;NULL;2.392;NULL;1.26;NULL;0.303;2021.06.23;NULL;NULL;P21135
27073;6004;NULL;NULL;NULL;2.392;NULL;1.26;NULL;0.303;2021.06.23;NULL;NULL;P21135
27074;6005;NULL;NULL;NULL;2.212;NULL;1.26;NULL;0.374;2021.06.23;NULL;NULL;P21135
27087;2120;NULL;NULL;NULL;3.34;NULL;0.23;NULL;3.21;2021.06.23;NULL;NULL;P21139
27088;2120;NULL;NULL;NULL;3.34;NULL;0.23;NULL;3.21;2021.06.23;NULL;NULL;P21139
27089;2120;NULL;NULL;NULL;3.34;NULL;0.23;NULL;3.21;2021.06.23;NULL;NULL;P21139
27090;2121;NULL;NULL;NULL;3.88;NULL;0.23;NULL;0.98;2021.06.23;NULL;NULL;P21139
27091;2122;NULL;NULL;NULL;3.92;NULL;0.23;NULL;0.83;2021.06.23;NULL;NULL;P21139
27092;2123;NULL;NULL;NULL;3.92;NULL;0.23;NULL;0.68;2021.06.23;NULL;NULL;P21139
27093;2200;NULL;NULL;NULL;3.51;NULL;0.27;NULL;5.19;2021.06.23;NULL;NULL;P21139
27094;2201;NULL;NULL;NULL;3.37;NULL;0.27;NULL;5.19;2021.06.23;NULL;NULL;P21139
27095;2202;NULL;NULL;NULL;3.22;NULL;0.27;NULL;5.19;2021.06.23;NULL;NULL;P21139
27086;2111;NULL;NULL;NULL;3.66;NULL;0.23;NULL;1;2021.06.23;NULL;NULL;P21139
27085;2110;NULL;NULL;NULL;3.08;NULL;0.23;NULL;3.21;2021.06.23;NULL;NULL;P21139
27084;2103;NULL;NULL;NULL;3.92;NULL;0.23;NULL;5.07;2021.06.23;NULL;NULL;P21139
27075;6005;NULL;NULL;NULL;2.212;NULL;1.26;NULL;0.374;2021.06.23;NULL;NULL;P21135
27076;2000;NULL;NULL;NULL;3.515;NULL;0.23;NULL;5.31;2021.06.23;NULL;NULL;P21139
27077;2001;NULL;NULL;NULL;3.37;NULL;0.23;NULL;5.31;2021.06.23;NULL;NULL;P21139
27078;2002;NULL;NULL;NULL;3.22;NULL;0.23;NULL;5.31;2021.06.23;NULL;NULL;P21139
27079;2003;NULL;NULL;NULL;3.22;NULL;0.23;NULL;5.29;2021.06.23;NULL;NULL;P21139
27080;2004;NULL;NULL;NULL;3.26;NULL;0.23;NULL;5.23;2021.06.23;NULL;NULL;P21139
27081;2100;NULL;NULL;NULL;3.66;NULL;0.23;NULL;5.31;2021.06.23;NULL;NULL;P21139
27082;2101;NULL;NULL;NULL;3.66;NULL;0.23;NULL;5.31;2021.06.23;NULL;NULL;P21139
27083;2102;NULL;NULL;NULL;3.32;NULL;0.23;NULL;5.21;2021.06.23;NULL;NULL;P21139
27096;F-KP/09;NULL;NULL;NULL;6.695;NULL;1.24;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27003;1600;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1.15;2021.06.16;NULL;NULL;P21143
27016;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27017;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27018;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27019;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27020;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27021;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27022;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27023;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27024;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27015;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27014;1300;NULL;NULL;NULL;2.2;NULL;1.2;NULL;1.15;2021.06.16;NULL;NULL;P21143
27013;1300;NULL;NULL;NULL;2.2;NULL;1.2;NULL;1.15;2021.06.16;NULL;NULL;P21143
27004;1600;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1.15;2021.06.16;NULL;NULL;P21143
27005;1600;NULL;NULL;NULL;1.1;NULL;1.1;NULL;1.15;2021.06.16;NULL;NULL;P21143
27006;1300;NULL;NULL;NULL;2.2;NULL;1.2;NULL;1.15;2021.06.16;NULL;NULL;P21143
27007;1300;NULL;NULL;NULL;2.2;NULL;1.2;NULL;1.15;2021.06.16;NULL;NULL;P21143
27008;1300;NULL;NULL;NULL;2.2;NULL;1.2;NULL;1.15;2021.06.16;NULL;NULL;P21143
27009;1300;NULL;NULL;NULL;2.2;NULL;1.2;NULL;1.15;2021.06.16;NULL;NULL;P21143
27010;1300;NULL;NULL;NULL;2.2;NULL;1.2;NULL;1.15;2021.06.16;NULL;NULL;P21143
27011;1300;NULL;NULL;NULL;2.2;NULL;1.2;NULL;1.15;2021.06.16;NULL;NULL;P21143
27012;1300;NULL;NULL;NULL;2.2;NULL;1.2;NULL;1.15;2021.06.16;NULL;NULL;P21143
27025;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27026;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27027;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27040;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27041;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27042;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27043;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27044;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27045;T50/93-130-90/2500;NULL;NULL;NULL;0;NULL;0;NULL;0;NULL;NULL;NULL;[munkaszĂˇm]
27046;T50/93-130-90/2500;NULL;NULL;NULL;0;NULL;0;NULL;0;NULL;NULL;NULL;[munkaszĂˇm]
27047;T50/93-130-90/2500;NULL;NULL;NULL;0;NULL;0;NULL;0;NULL;NULL;NULL;[munkaszĂˇm]
27048;T50/93-130-90/2500;NULL;NULL;NULL;0;NULL;0;NULL;0;NULL;NULL;NULL;[munkaszĂˇm]
27039;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27038;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27037;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27028;GT-01;NULL;NULL;NULL;3;NULL;2.34;NULL;4.25;2017.01.01;NULL;NULL;PGYGAL
27029;GF-01 (L);NULL;NULL;NULL;4.45;NULL;2.54;NULL;0.18;2017.01.01;NULL;NULL;PGYGAL
27030;2011*;NULL;NULL;NULL;8.14;NULL;0.2;NULL;1.44;2021.03.17;NULL;NULL;P20253 
27031;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27032;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27033;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27034;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27035;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27036;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
27049;T50/93-130-90/2500;NULL;NULL;NULL;0;NULL;0;NULL;0;NULL;NULL;NULL;[munkaszĂˇm]
27144;2202;NULL;NULL;NULL;5.98;NULL;0.22;NULL;1.8;2021.06.23;NULL;NULL;P20256
27157;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27158;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27159;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27160;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27161;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27162;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27163;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27164;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27165;2239;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.22;NULL;NULL;P20256
27156;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27155;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27154;2237;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27145;2203;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.28;NULL;NULL;P20256
27146;2204;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.28;NULL;NULL;P20256
27147;2205;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.28;NULL;NULL;P20256
27148;2206;NULL;NULL;NULL;1.08;NULL;0.34;NULL;1.8;2021.06.28;NULL;NULL;P20256
27149;2207;NULL;NULL;NULL;5.28;NULL;0.34;NULL;1.8;2021.06.28;NULL;NULL;P20256
27150;2208;NULL;NULL;NULL;4.99;NULL;0.34;NULL;1.8;2021.06.28;NULL;NULL;P20256
27151;2208;NULL;NULL;NULL;4.99;NULL;0.34;NULL;1.8;2021.06.28;NULL;NULL;P20256
27152;2210;NULL;NULL;NULL;4.98;NULL;0.34;NULL;1.8;2021.06.30;NULL;NULL;P20256
27153;2211;NULL;NULL;NULL;5.48;NULL;0.34;NULL;1.8;2021.06.28;NULL;NULL;P20256
27166;2240;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27167;2241;NULL;NULL;NULL;5.98;NULL;0.34;NULL;1.8;2021.06.23;NULL;NULL;P20256
27168;2242;NULL;NULL;NULL;3.785;NULL;0.34;NULL;1.8;2021.06.30;NULL;NULL;P20256
27181;3100;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27182;3000V;NULL;NULL;NULL;12.44;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27183;3002V;NULL;NULL;NULL;12.81;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27184;3102V;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27185;3004V;NULL;NULL;NULL;12.81;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27186;3104V;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27187;3006;NULL;NULL;NULL;12.44;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27188;3106;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27189;3008V;NULL;NULL;NULL;12.44;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27180;3100;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27179;3000;NULL;NULL;NULL;12.44;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27178;3100;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27169;2243;NULL;NULL;NULL;3.605;NULL;0.34;NULL;1.8;2021.06.30;NULL;NULL;P20256
27170;2264;NULL;NULL;NULL;1.08;NULL;0.34;NULL;1.8;2021.06.28;NULL;NULL;P20256
27171;3000;NULL;NULL;NULL;12.44;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27172;3100;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27173;3000;NULL;NULL;NULL;12.44;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27174;3100;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27175;3000;NULL;NULL;NULL;12.44;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27176;3100V;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27177;3000;NULL;NULL;NULL;12.44;NULL;0.6;NULL;0.7;2021.07.01;NULL;NULL;P21151
27190;3108V;NULL;NULL;NULL;13.14;NULL;0.6;NULL;0.8;2021.07.01;NULL;NULL;P21151
27097;F-KP/10;NULL;NULL;NULL;6.695;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27110;F-KP/01;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27111;F-KP/02;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27112;F-KP/04;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27113;F-KP/05;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27114;F-KP/06;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27115;F-KP/07;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27116;F-KP/12;NULL;NULL;NULL;5.265;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27117;F-KP/13;NULL;NULL;NULL;5.265;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27118;F-KP/13;NULL;NULL;NULL;5.265;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27109;F-KP/01;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27108;F-KP/01;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27107;F-KP/08;NULL;NULL;NULL;4.165;NULL;1.81;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27098;F-KP/10;NULL;NULL;NULL;6.695;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27099;F-KP/10;NULL;NULL;NULL;6.695;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27100;F-KP/11;NULL;NULL;NULL;6.695;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27101;F-KP/16;NULL;NULL;NULL;6.695;NULL;1.62;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27102;F-KP/01;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27103;F-KP/01;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27104;F-KP/01;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27105;F-KP/01;NULL;NULL;NULL;4.165;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27106;F-KP/03;NULL;NULL;NULL;4.165;NULL;1.522;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27119;F-KP/13;NULL;NULL;NULL;5.265;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27120;F-KP/13;NULL;NULL;NULL;5.265;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27121;F-KP/13;NULL;NULL;NULL;5.265;NULL;1.29;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27134;l-KP/09;NULL;NULL;NULL;5.32;NULL;0.99;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27135;l-KP/10;NULL;NULL;NULL;5.44;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27136;l-KP/11;NULL;NULL;NULL;5.44;NULL;1.74;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27137;l-KP/12;NULL;NULL;NULL;5.44;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27138;l-KP/13;NULL;NULL;NULL;4.418;NULL;1.49;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27139;l-KP/14;NULL;NULL;NULL;6.222;NULL;1.44;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27140;l-KP/08;NULL;NULL;NULL;5.32;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27141;l-KP/08;NULL;NULL;NULL;5.32;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27142;2200;NULL;NULL;NULL;6.48;NULL;0.22;NULL;1.8;2021.06.28;NULL;NULL;P20256
27133;l-KP/08;NULL;NULL;NULL;5.32;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27132;l-KP/08;NULL;NULL;NULL;5.32;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27131;l-KP/07;NULL;NULL;NULL;5.59;NULL;1.74;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27122;F-KP/14;NULL;NULL;NULL;5.265;NULL;0.59;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27123;F-KP/15;NULL;NULL;NULL;5.265;NULL;0.68;NULL;0.06;2021.06.23;NULL;NULL;PA4652
27124;l-KP/01;NULL;NULL;NULL;5.59;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27125;l-KP/01;NULL;NULL;NULL;5.59;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27126;l-KP/02;NULL;NULL;NULL;5.59;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27127;l-KP/03;NULL;NULL;NULL;5.59;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27128;l-KP/04;NULL;NULL;NULL;5.59;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27129;l-KP/05;NULL;NULL;NULL;5.59;NULL;0.99;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27130;l-KP/06;NULL;NULL;NULL;5.59;NULL;1.29;NULL;0.06;2021.06.24;NULL;NULL;PA4652
27143;2201;NULL;NULL;NULL;5.98;NULL;0.22;NULL;1.8;2021.06.28;NULL;NULL;P20256
29521;5520;NULL;NULL;NULL;7.98;NULL;0.5;NULL;1;2021.11.02;NULL;NULL;P21145 
29533;5525;NULL;NULL;NULL;7.98;NULL;0.5;NULL;1;2021.11.22;NULL;NULL;P21145 
29534;5525;NULL;NULL;NULL;7.98;NULL;0.5;NULL;1;2021.11.22;NULL;NULL;P21145 
29535;5525;NULL;NULL;NULL;7.98;NULL;0.5;NULL;1;2021.11.22;NULL;NULL;P21145 
29536;5526;NULL;NULL;NULL;7.98;NULL;0.5;NULL;1;2021.11.22;NULL;NULL;P21145 
29537;2120;NULL;NULL;NULL;6.18;NULL;0.31;NULL;1.29;2021.12.06;NULL;NULL;P21226
29538;2090;NULL;NULL;NULL;0.61;NULL;0.31;NULL;0.86;2021.12.06;NULL;NULL;P21226
29539;2080;NULL;NULL;NULL;1.31;NULL;0.31;NULL;0.86;2021.12.06;NULL;NULL;P21226
29540;5700;NULL;NULL;NULL;15.98;NULL;0.5;NULL;1;2021.11.22;NULL;NULL;P21145 
